id,Date,CURRENCY,Last Price,Return,Cumulative Log Return
SOX Index,2016-10-04,USD,827.341,-0.002591699205852116,0.8804573425139877
SOX Index,2016-10-05,USD,833.712,0.007671075205872846,0.8881284177198605
SOX Index,2016-10-06,USD,838.599,0.0058446232925550845,0.8939730410124156
SOX Index,2016-10-07,USD,837.024,-0.0018798983588075302,0.8920931426536081
SOX Index,2016-10-10,USD,832.913,-0.004923548977804337,0.8871695936758037
SOX Index,2016-10-11,USD,815.309,-0.02136201244637892,0.8658075812294248
SOX Index,2016-10-12,USD,812.62,-0.003303586883180998,0.8625039943462438
SOX Index,2016-10-13,USD,803.052,-0.011844126595394577,0.8506598677508492
SOX Index,2016-10-14,USD,809.392,0.007863879517572947,0.8585237472684222
SOX Index,2016-10-17,USD,804.996,-0.005446040066209079,0.8530777072022131
SOX Index,2016-10-18,USD,814.741,0.012032962861309393,0.8651106700635225
SOX Index,2016-10-19,USD,810.931,-0.004687300975501962,0.8604233690880205
SOX Index,2016-10-20,USD,816.722,0.007115797329504403,0.8675391664175249
SOX Index,2016-10-21,USD,814.526,-0.002692418720622314,0.8648467476969026
SOX Index,2016-10-24,USD,829.789,0.018565102647779774,0.8834118503446824
SOX Index,2016-10-25,USD,828.667,-0.0013530659495080144,0.8820587843951744
SOX Index,2016-10-26,USD,827.219,-0.001748913112475492,0.8803098712826989
SOX Index,2016-10-27,USD,823.735,-0.004220596299875368,0.8760892749828235
SOX Index,2016-10-28,USD,818.88,-0.005911323271305946,0.8701779517115176
SOX Index,2016-10-31,USD,823.52,0.005650282933021167,0.8758282346445387
SOX Index,2016-11-01,USD,816.075,-0.009081573399258858,0.8667466612452799
SOX Index,2016-11-02,USD,810.566,-0.006773493429497179,0.8599731678157827
SOX Index,2016-11-03,USD,808.003,-0.003166997690199125,0.8568061701255836
SOX Index,2016-11-04,USD,802.876,-0.006365490284410136,0.8504406798411734
SOX Index,2016-11-07,USD,825.872,0.028239516731399128,0.8786801965725726
SOX Index,2016-11-08,USD,827.681,0.0021880166184011784,0.8808682131909737
SOX Index,2016-11-09,USD,823.59,-0.004954981187373697,0.8759132320036
SOX Index,2016-11-10,USD,806.089,-0.02147867501669154,0.8544345569869085
SOX Index,2016-11-11,USD,837.242,0.037918998290777495,0.892353555277686
