,Date,Last Price
1067,2012-05-11,19.89
1068,2012-05-14,21.87
1069,2012-05-15,21.97
1070,2012-05-16,22.27
1071,2012-05-17,24.49
1072,2012-05-18,25.1
1073,2012-05-21,22.01
1074,2012-05-22,22.48
1075,2012-05-23,22.33
1076,2012-05-24,21.54
1077,2012-05-25,21.76
1078,2012-05-29,21.03
1079,2012-05-30,24.14
1080,2012-05-31,24.06
1081,2012-06-01,26.66
1082,2012-06-04,26.12
1083,2012-06-05,24.68
1084,2012-06-06,22.16
1085,2012-06-07,21.72
1086,2012-06-08,21.23
1087,2012-06-11,23.56
1088,2012-06-12,22.09
1089,2012-06-13,24.27
1090,2012-06-14,21.68
1091,2012-06-15,21.11
1092,2012-06-18,18.32
1093,2012-06-19,18.38
1094,2012-06-20,17.24
1095,2012-06-21,20.08
1096,2012-06-22,18.11
1097,2012-06-25,20.38
1098,2012-06-26,19.72
1099,2012-06-27,19.45
1100,2012-06-28,19.71
1101,2012-06-29,17.08
1102,2012-07-02,16.8
1103,2012-07-03,16.66
1104,2012-07-05,17.5
1105,2012-07-06,17.1
1106,2012-07-09,17.98
1107,2012-07-10,18.72
1108,2012-07-11,17.95
1109,2012-07-12,18.33
1110,2012-07-13,16.74
1111,2012-07-16,17.11
1112,2012-07-17,16.48
1113,2012-07-18,16.16
1114,2012-07-19,15.45
1115,2012-07-20,16.27
1116,2012-07-23,18.62
1117,2012-07-24,20.47
1118,2012-07-25,19.34
1119,2012-07-26,17.53
1120,2012-07-27,16.7
1121,2012-07-30,18.03
1122,2012-07-31,18.93
1123,2012-08-01,18.96
1124,2012-08-02,17.57
1125,2012-08-03,15.64
1126,2012-08-06,15.95
1127,2012-08-07,15.99
1128,2012-08-08,15.32
1129,2012-08-09,15.28
1130,2012-08-10,14.74
1131,2012-08-13,13.7
1132,2012-08-14,14.85
1133,2012-08-15,14.63
1134,2012-08-16,14.29
1135,2012-08-17,13.45
1136,2012-08-20,14.02
1137,2012-08-21,15.02
1138,2012-08-22,15.11
1139,2012-08-23,15.96
1140,2012-08-24,15.18
1141,2012-08-27,16.35
1142,2012-08-28,16.49
1143,2012-08-29,17.06
1144,2012-08-30,17.83
1145,2012-08-31,17.47
1146,2012-09-04,17.98
1147,2012-09-05,17.74
1148,2012-09-06,15.6
1149,2012-09-07,14.38
1150,2012-09-10,16.28
1151,2012-09-11,16.41
1152,2012-09-12,15.8
1153,2012-09-13,14.05
1154,2012-09-14,14.51
1155,2012-09-17,14.59
1156,2012-09-18,14.18
1157,2012-09-19,13.88
1158,2012-09-20,14.07
1159,2012-09-21,13.98
1160,2012-09-24,14.15
1161,2012-09-25,15.43
1162,2012-09-26,16.81
1163,2012-09-27,14.84
1164,2012-09-28,15.73
1165,2012-10-01,16.32
1166,2012-10-02,15.71
1167,2012-10-03,15.43
1168,2012-10-04,14.55
1169,2012-10-05,14.33
1170,2012-10-08,15.11
1171,2012-10-09,16.37
1172,2012-10-10,16.29
1173,2012-10-11,15.59
1174,2012-10-12,16.14
1175,2012-10-15,15.27
1176,2012-10-16,15.22
1177,2012-10-17,15.07
1178,2012-10-18,15.03
1179,2012-10-19,17.06
1180,2012-10-22,16.62
1181,2012-10-23,18.83
1182,2012-10-24,18.33
1183,2012-10-25,18.12
1184,2012-10-26,17.81
1185,2012-10-31,18.6
1186,2012-11-01,16.69
1187,2012-11-02,17.59
1188,2012-11-05,18.42
1189,2012-11-06,17.58
1190,2012-11-07,19.08
1191,2012-11-08,18.49
1192,2012-11-09,18.61
1193,2012-11-12,16.68
1194,2012-11-13,16.65
1195,2012-11-14,17.92
1196,2012-11-15,17.99
1197,2012-11-16,16.41
1198,2012-11-19,15.24
1199,2012-11-20,15.08
1200,2012-11-21,15.31
1201,2012-11-23,15.14
1202,2012-11-26,15.5
1203,2012-11-27,15.92
1204,2012-11-28,15.51
1205,2012-11-29,15.06
1206,2012-11-30,15.87
1207,2012-12-03,16.64
1208,2012-12-04,17.12
1209,2012-12-05,16.46
1210,2012-12-06,16.58
1211,2012-12-07,15.9
1212,2012-12-10,16.05
1213,2012-12-11,15.57
1214,2012-12-12,15.95
1215,2012-12-13,16.56
1216,2012-12-14,17.0
1217,2012-12-17,16.34
1218,2012-12-18,15.57
1219,2012-12-19,17.36
1220,2012-12-20,17.67
1221,2012-12-21,17.84
1222,2012-12-24,17.84
1223,2012-12-26,19.48
1224,2012-12-27,19.47
1225,2012-12-28,22.72
1226,2012-12-31,18.02
1227,2013-01-02,14.68
1228,2013-01-03,14.56
1229,2013-01-04,13.83
1230,2013-01-07,13.79
1231,2013-01-08,13.62
1232,2013-01-09,13.81
1233,2013-01-10,13.49
1234,2013-01-11,13.36
1235,2013-01-14,13.52
1236,2013-01-15,13.55
1237,2013-01-16,13.42
1238,2013-01-17,13.57
1239,2013-01-18,12.46
1240,2013-01-22,12.43
1241,2013-01-23,12.46
1242,2013-01-24,12.69
1243,2013-01-25,12.89
1244,2013-01-28,13.57
1245,2013-01-29,13.31
1246,2013-01-30,14.32
1247,2013-01-31,14.28
1248,2013-02-01,12.9
1249,2013-02-04,14.67
1250,2013-02-05,13.72
1251,2013-02-06,13.41
1252,2013-02-07,13.5
1253,2013-02-08,13.02
1254,2013-02-11,12.94
1255,2013-02-12,12.64
1256,2013-02-13,12.98
1257,2013-02-14,12.66
1258,2013-02-15,12.46
1259,2013-02-19,12.31
1260,2013-02-20,14.68
1261,2013-02-21,15.22
1262,2013-02-22,14.17
1263,2013-02-25,18.99
1264,2013-02-26,16.87
1265,2013-02-27,14.73
1266,2013-02-28,15.51
1267,2013-03-01,15.36
1268,2013-03-04,14.01
1269,2013-03-05,13.48
1270,2013-03-06,13.53
1271,2013-03-07,13.06
1272,2013-03-08,12.59
1273,2013-03-11,11.56
1274,2013-03-12,12.27
1275,2013-03-13,11.83
1276,2013-03-14,11.3
1277,2013-03-15,11.3
1278,2013-03-18,13.36
1279,2013-03-19,14.39
1280,2013-03-20,12.67
1281,2013-03-21,13.99
1282,2013-03-22,13.57
1283,2013-03-25,13.74
1284,2013-03-26,12.77
1285,2013-03-27,13.15
1286,2013-03-28,12.7
1287,2013-04-01,13.58
1288,2013-04-02,12.78
1289,2013-04-03,14.21
1290,2013-04-04,13.89
1291,2013-04-05,13.92
1292,2013-04-08,13.19
1293,2013-04-09,12.84
1294,2013-04-10,12.36
1295,2013-04-11,12.24
1296,2013-04-12,12.06
1297,2013-04-15,17.27
1298,2013-04-16,13.96
1299,2013-04-17,16.51
1300,2013-04-18,17.56
1301,2013-04-19,14.97
1302,2013-04-22,14.39
1303,2013-04-23,13.48
1304,2013-04-24,13.61
1305,2013-04-25,13.62
1306,2013-04-26,13.61
1307,2013-04-29,13.71
1308,2013-04-30,13.52
1309,2013-05-01,14.49
1310,2013-05-02,13.59
1311,2013-05-03,12.85
1312,2013-05-06,12.66
1313,2013-05-07,12.83
1314,2013-05-08,12.66
1315,2013-05-09,13.13
1316,2013-05-10,12.59
1317,2013-05-13,12.55
1318,2013-05-14,12.77
1319,2013-05-15,12.81
1320,2013-05-16,13.07
1321,2013-05-17,12.45
1322,2013-05-20,13.02
1323,2013-05-21,13.37
1324,2013-05-22,13.82
1325,2013-05-23,14.07
1326,2013-05-24,13.99
1327,2013-05-28,14.48
1328,2013-05-29,14.83
1329,2013-05-30,14.53
1330,2013-05-31,16.3
1331,2013-06-03,16.28
1332,2013-06-04,16.27
1333,2013-06-05,17.5
1334,2013-06-06,16.63
1335,2013-06-07,15.14
1336,2013-06-10,15.44
1337,2013-06-11,17.07
1338,2013-06-12,18.59
1339,2013-06-13,16.41
1340,2013-06-14,17.15
1341,2013-06-17,16.8
1342,2013-06-18,16.61
1343,2013-06-19,16.64
1344,2013-06-20,20.49
1345,2013-06-21,18.9
1346,2013-06-24,20.11
1347,2013-06-25,18.47
1348,2013-06-26,17.21
1349,2013-06-27,16.86
1350,2013-06-28,16.86
1351,2013-07-01,16.37
1352,2013-07-02,16.44
1353,2013-07-03,16.2
1354,2013-07-05,14.89
1355,2013-07-08,14.78
1356,2013-07-09,14.35
1357,2013-07-10,14.21
1358,2013-07-11,14.01
1359,2013-07-12,13.84
1360,2013-07-15,13.79
1361,2013-07-16,14.42
1362,2013-07-17,13.78
1363,2013-07-18,13.77
1364,2013-07-19,12.54
1365,2013-07-22,12.29
1366,2013-07-23,12.66
1367,2013-07-24,13.18
1368,2013-07-25,12.97
1369,2013-07-26,12.72
1370,2013-07-29,13.39
1371,2013-07-30,13.39
1372,2013-07-31,13.45
1373,2013-08-01,12.94
1374,2013-08-02,11.98
1375,2013-08-05,11.84
1376,2013-08-06,12.72
1377,2013-08-07,12.98
1378,2013-08-08,12.73
1379,2013-08-09,13.41
1380,2013-08-12,12.81
1381,2013-08-13,12.31
1382,2013-08-14,13.04
1383,2013-08-15,14.73
1384,2013-08-16,14.37
1385,2013-08-19,15.1
1386,2013-08-20,14.91
1387,2013-08-21,15.94
1388,2013-08-22,14.76
1389,2013-08-23,13.98
1390,2013-08-26,14.99
1391,2013-08-27,16.77
1392,2013-08-28,16.49
1393,2013-08-29,16.81
1394,2013-08-30,17.01
1395,2013-09-03,16.61
1396,2013-09-04,15.88
1397,2013-09-05,15.77
1398,2013-09-06,15.85
1399,2013-09-09,15.63
1400,2013-09-10,14.53
1401,2013-09-11,13.82
1402,2013-09-12,14.29
1403,2013-09-13,14.16
1404,2013-09-16,14.38
1405,2013-09-17,14.53
1406,2013-09-18,13.59
1407,2013-09-19,13.16
1408,2013-09-20,13.12
1409,2013-09-23,14.31
1410,2013-09-24,14.08
1411,2013-09-25,14.01
1412,2013-09-26,14.06
1413,2013-09-27,15.46
1414,2013-09-30,16.6
1415,2013-10-01,15.54
1416,2013-10-02,16.6
1417,2013-10-03,17.67
1418,2013-10-04,16.74
1419,2013-10-07,19.41
1420,2013-10-08,20.34
1421,2013-10-09,19.6
1422,2013-10-10,16.48
1423,2013-10-11,15.72
1424,2013-10-14,16.07
1425,2013-10-15,18.66
1426,2013-10-16,14.71
1427,2013-10-17,13.48
1428,2013-10-18,13.04
1429,2013-10-21,13.16
1430,2013-10-22,13.33
1431,2013-10-23,13.42
1432,2013-10-24,13.2
1433,2013-10-25,13.09
1434,2013-10-28,13.31
1435,2013-10-29,13.41
1436,2013-10-30,13.65
1437,2013-10-31,13.75
1438,2013-11-01,13.28
1439,2013-11-04,12.93
1440,2013-11-05,13.27
1441,2013-11-06,12.67
1442,2013-11-07,13.91
1443,2013-11-08,12.9
1444,2013-11-11,12.53
1445,2013-11-12,12.82
1446,2013-11-13,12.52
1447,2013-11-14,12.37
1448,2013-11-15,12.19
1449,2013-11-18,13.1
1450,2013-11-19,13.39
1451,2013-11-20,13.4
1452,2013-11-21,12.66
1453,2013-11-22,12.26
1454,2013-11-25,12.79
1455,2013-11-26,12.81
1456,2013-11-27,12.98
1457,2013-11-29,13.7
1458,2013-12-02,14.23
1459,2013-12-03,14.55
1460,2013-12-04,14.7
1461,2013-12-05,15.08
1462,2013-12-06,13.79
1463,2013-12-09,13.49
1464,2013-12-10,13.91
1465,2013-12-11,15.42
1466,2013-12-12,15.54
1467,2013-12-13,15.76
1468,2013-12-16,16.03
1469,2013-12-17,16.21
1470,2013-12-18,13.8
1471,2013-12-19,14.15
1472,2013-12-20,13.79
1473,2013-12-23,13.04
1474,2013-12-24,12.48
1475,2013-12-26,12.33
1476,2013-12-27,12.46
1477,2013-12-30,13.56
1478,2013-12-31,13.72
1479,2014-01-02,14.23
1480,2014-01-03,13.76
1481,2014-01-06,13.55
1482,2014-01-07,12.92
1483,2014-01-08,12.87
1484,2014-01-09,12.89
1485,2014-01-10,12.14
1486,2014-01-13,13.28
1487,2014-01-14,12.28
1488,2014-01-15,12.28
1489,2014-01-16,12.53
1490,2014-01-17,12.44
1491,2014-01-21,12.87
1492,2014-01-22,12.84
1493,2014-01-23,13.77
1494,2014-01-24,18.14
1495,2014-01-27,17.42
1496,2014-01-28,15.8
1497,2014-01-29,17.35
1498,2014-01-30,17.29
1499,2014-01-31,18.41
1500,2014-02-03,21.44
1501,2014-02-04,19.11
1502,2014-02-05,19.95
1503,2014-02-06,17.23
1504,2014-02-07,15.29
1505,2014-02-10,15.26
1506,2014-02-11,14.51
1507,2014-02-12,14.3
1508,2014-02-13,14.14
1509,2014-02-14,13.57
1510,2014-02-18,13.87
1511,2014-02-19,15.5
1512,2014-02-20,14.79
1513,2014-02-21,14.68
1514,2014-02-24,14.23
1515,2014-02-25,13.67
1516,2014-02-26,14.35
1517,2014-02-27,14.04
1518,2014-02-28,14.0
1519,2014-03-03,16.0
1520,2014-03-04,14.1
1521,2014-03-05,13.89
1522,2014-03-06,14.21
1523,2014-03-07,14.11
1524,2014-03-10,14.2
1525,2014-03-11,14.8
1526,2014-03-12,14.47
1527,2014-03-13,16.22
1528,2014-03-14,17.82
1529,2014-03-17,15.64
1530,2014-03-18,14.52
1531,2014-03-19,15.12
1532,2014-03-20,14.52
1533,2014-03-21,15.0
1534,2014-03-24,15.09
1535,2014-03-25,14.02
1536,2014-03-26,14.93
1537,2014-03-27,14.62
1538,2014-03-28,14.41
1539,2014-03-31,13.88
1540,2014-04-01,13.1
1541,2014-04-02,13.09
1542,2014-04-03,13.37
1543,2014-04-04,13.96
1544,2014-04-07,15.57
1545,2014-04-08,14.89
1546,2014-04-09,13.82
1547,2014-04-10,15.89
1548,2014-04-11,17.03
1549,2014-04-14,16.11
1550,2014-04-15,15.61
1551,2014-04-16,14.18
1552,2014-04-17,13.36
1553,2014-04-21,13.25
1554,2014-04-22,13.19
1555,2014-04-23,13.27
1556,2014-04-24,13.32
1557,2014-04-25,14.06
1558,2014-04-28,13.97
1559,2014-04-29,13.71
1560,2014-04-30,13.41
1561,2014-05-01,13.25
1562,2014-05-02,12.91
1563,2014-05-05,13.29
1564,2014-05-06,13.8
1565,2014-05-07,13.4
1566,2014-05-08,13.43
1567,2014-05-09,12.92
1568,2014-05-12,12.23
1569,2014-05-13,12.13
1570,2014-05-14,12.17
1571,2014-05-15,13.17
1572,2014-05-16,12.44
1573,2014-05-19,12.42
1574,2014-05-20,12.96
1575,2014-05-21,11.91
1576,2014-05-22,12.03
1577,2014-05-23,11.36
1578,2014-05-27,11.51
1579,2014-05-28,11.68
1580,2014-05-29,11.57
1581,2014-05-30,11.4
1582,2014-06-02,11.58
1583,2014-06-03,11.87
1584,2014-06-04,12.08
1585,2014-06-05,11.68
1586,2014-06-06,10.73
1587,2014-06-09,11.15
1588,2014-06-10,10.99
1589,2014-06-11,11.6
1590,2014-06-12,12.56
1591,2014-06-13,12.18
1592,2014-06-16,12.65
1593,2014-06-17,12.06
1594,2014-06-18,10.61
1595,2014-06-19,10.62
1596,2014-06-20,10.85
1597,2014-06-23,10.98
1598,2014-06-24,12.13
1599,2014-06-25,11.59
1600,2014-06-26,11.63
1601,2014-06-27,11.26
1602,2014-06-30,11.57
1603,2014-07-01,11.15
1604,2014-07-02,10.82
1605,2014-07-03,10.32
1606,2014-07-07,11.33
1607,2014-07-08,11.98
1608,2014-07-09,11.65
1609,2014-07-10,12.59
1610,2014-07-11,12.08
1611,2014-07-14,11.82
1612,2014-07-15,11.96
1613,2014-07-16,11.0
1614,2014-07-17,14.54
1615,2014-07-18,12.06
1616,2014-07-21,12.81
1617,2014-07-22,12.24
1618,2014-07-23,11.52
1619,2014-07-24,11.84
1620,2014-07-25,12.69
1621,2014-07-28,12.56
1622,2014-07-29,13.28
1623,2014-07-30,13.33
1624,2014-07-31,16.95
1625,2014-08-01,17.03
1626,2014-08-04,15.12
1627,2014-08-05,16.87
1628,2014-08-06,16.37
1629,2014-08-07,16.66
1630,2014-08-08,15.77
1631,2014-08-11,14.23
1632,2014-08-12,14.13
1633,2014-08-13,12.9
1634,2014-08-14,12.42
1635,2014-08-15,13.15
1636,2014-08-18,12.32
1637,2014-08-19,12.21
1638,2014-08-20,11.78
1639,2014-08-21,11.76
1640,2014-08-22,11.47
1641,2014-08-25,11.7
1642,2014-08-26,11.63
1643,2014-08-27,11.78
1644,2014-08-28,12.05
1645,2014-08-29,11.98
1646,2014-09-02,12.25
1647,2014-09-03,12.36
1648,2014-09-04,12.64
1649,2014-09-05,12.09
1650,2014-09-08,12.66
1651,2014-09-09,13.5
1652,2014-09-10,12.88
1653,2014-09-11,12.8
1654,2014-09-12,13.31
1655,2014-09-15,14.12
1656,2014-09-16,12.73
1657,2014-09-17,12.65
1658,2014-09-18,12.03
1659,2014-09-19,12.11
1660,2014-09-22,13.69
1661,2014-09-23,14.93
1662,2014-09-24,13.27
1663,2014-09-25,15.64
1664,2014-09-26,14.85
1665,2014-09-29,15.98
1666,2014-09-30,16.31
1667,2014-10-01,16.71
1668,2014-10-02,16.16
1669,2014-10-03,14.55
1670,2014-10-06,15.46
1671,2014-10-07,17.2
1672,2014-10-08,15.11
1673,2014-10-09,18.76
1674,2014-10-10,21.24
1675,2014-10-13,24.64
1676,2014-10-14,22.79
1677,2014-10-15,26.25
1678,2014-10-16,25.2
1679,2014-10-17,21.99
1680,2014-10-20,18.57
1681,2014-10-21,16.08
1682,2014-10-22,17.87
1683,2014-10-23,16.53
1684,2014-10-24,16.11
1685,2014-10-27,16.04
1686,2014-10-28,14.39
1687,2014-10-29,15.15
1688,2014-10-30,14.52
1689,2014-10-31,14.03
1690,2014-11-03,14.73
1691,2014-11-04,14.89
1692,2014-11-05,14.17
1693,2014-11-06,13.67
1694,2014-11-07,13.12
1695,2014-11-10,12.67
1696,2014-11-11,12.92
1697,2014-11-12,13.02
1698,2014-11-13,13.79
1699,2014-11-14,13.31
1700,2014-11-17,13.99
1701,2014-11-18,13.86
1702,2014-11-19,13.96
1703,2014-11-20,13.58
1704,2014-11-21,12.9
1705,2014-11-24,12.62
1706,2014-11-25,12.25
1707,2014-11-26,12.07
1708,2014-11-28,13.33
1709,2014-12-01,14.29
1710,2014-12-02,12.85
1711,2014-12-03,12.47
1712,2014-12-04,12.38
1713,2014-12-05,11.82
1714,2014-12-08,14.21
1715,2014-12-09,14.89
1716,2014-12-10,18.53
1717,2014-12-11,20.08
1718,2014-12-12,21.08
1719,2014-12-15,20.42
1720,2014-12-16,23.57
1721,2014-12-17,19.44
1722,2014-12-18,16.81
1723,2014-12-19,16.49
1724,2014-12-22,15.25
1725,2014-12-23,14.8
1726,2014-12-24,14.37
1727,2014-12-26,14.5
1728,2014-12-29,15.06
1729,2014-12-30,15.92
1730,2014-12-31,19.2
1731,2015-01-02,17.79
1732,2015-01-05,19.92
1733,2015-01-06,21.12
1734,2015-01-07,19.31
1735,2015-01-08,17.01
1736,2015-01-09,17.55
1737,2015-01-12,19.6
1738,2015-01-13,20.56
1739,2015-01-14,21.48
1740,2015-01-15,22.39
1741,2015-01-16,20.95
1742,2015-01-20,19.89
1743,2015-01-21,18.85
1744,2015-01-22,16.4
1745,2015-01-23,16.66
1746,2015-01-26,15.52
1747,2015-01-27,17.22
1748,2015-01-28,20.44
1749,2015-01-29,18.76
1750,2015-01-30,20.97
1751,2015-02-02,19.43
1752,2015-02-03,17.33
1753,2015-02-04,18.33
1754,2015-02-05,16.85
1755,2015-02-06,17.29
1756,2015-02-09,18.55
1757,2015-02-10,17.23
1758,2015-02-11,16.96
1759,2015-02-12,15.34
1760,2015-02-13,14.69
1761,2015-02-17,15.8
1762,2015-02-18,15.45
1763,2015-02-19,15.29
1764,2015-02-20,14.3
1765,2015-02-23,14.56
1766,2015-02-24,13.69
1767,2015-02-25,13.84
1768,2015-02-26,13.91
1769,2015-02-27,13.34
1770,2015-03-02,13.04
1771,2015-03-03,13.86
1772,2015-03-04,14.23
1773,2015-03-05,14.04
1774,2015-03-06,15.2
1775,2015-03-09,15.06
1776,2015-03-10,16.69
1777,2015-03-11,16.87
1778,2015-03-12,15.42
1779,2015-03-13,16.0
1780,2015-03-16,15.61
1781,2015-03-17,15.66
1782,2015-03-18,13.97
1783,2015-03-19,14.07
1784,2015-03-20,13.02
1785,2015-03-23,13.41
1786,2015-03-24,13.62
1787,2015-03-25,15.44
1788,2015-03-26,15.8
1789,2015-03-27,15.07
1790,2015-03-30,14.51
1791,2015-03-31,15.29
1792,2015-04-01,15.11
1793,2015-04-02,14.67
1794,2015-04-06,14.74
1795,2015-04-07,14.78
1796,2015-04-08,13.98
1797,2015-04-09,13.09
1798,2015-04-10,12.58
1799,2015-04-13,13.94
1800,2015-04-14,13.67
1801,2015-04-15,12.84
1802,2015-04-16,12.6
1803,2015-04-17,13.89
1804,2015-04-20,13.3
1805,2015-04-21,13.25
1806,2015-04-22,12.71
1807,2015-04-23,12.48
1808,2015-04-24,12.29
1809,2015-04-27,13.12
1810,2015-04-28,12.41
1811,2015-04-29,13.39
1812,2015-04-30,14.55
1813,2015-05-01,12.7
1814,2015-05-04,12.85
1815,2015-05-05,14.31
1816,2015-05-06,15.15
1817,2015-05-07,15.13
1818,2015-05-08,12.86
1819,2015-05-11,13.85
1820,2015-05-12,13.86
1821,2015-05-13,13.76
1822,2015-05-14,12.74
1823,2015-05-15,12.38
1824,2015-05-18,12.73
1825,2015-05-19,12.85
1826,2015-05-20,12.88
1827,2015-05-21,12.11
1828,2015-05-22,12.13
1829,2015-05-26,14.06
1830,2015-05-27,13.27
1831,2015-05-28,13.31
1832,2015-05-29,13.84
1833,2015-06-01,13.97
1834,2015-06-02,14.24
1835,2015-06-03,13.66
1836,2015-06-04,14.71
1837,2015-06-05,14.21
1838,2015-06-08,15.29
1839,2015-06-09,14.47
1840,2015-06-10,13.22
1841,2015-06-11,12.85
1842,2015-06-12,13.78
1843,2015-06-15,15.39
1844,2015-06-16,14.81
1845,2015-06-17,14.5
1846,2015-06-18,13.19
1847,2015-06-19,13.96
1848,2015-06-22,12.74
1849,2015-06-23,12.11
1850,2015-06-24,13.26
1851,2015-06-25,14.01
1852,2015-06-26,14.02
1853,2015-06-29,18.85
1854,2015-06-30,18.23
1855,2015-07-01,16.09
1856,2015-07-02,16.79
1857,2015-07-06,17.01
1858,2015-07-07,16.09
1859,2015-07-08,19.66
1860,2015-07-09,19.97
1861,2015-07-10,16.83
1862,2015-07-13,13.9
1863,2015-07-14,13.37
1864,2015-07-15,13.23
1865,2015-07-16,12.11
1866,2015-07-17,11.95
1867,2015-07-20,12.25
1868,2015-07-21,12.22
1869,2015-07-22,12.12
1870,2015-07-23,12.64
1871,2015-07-24,13.74
1872,2015-07-27,15.6
1873,2015-07-28,13.44
1874,2015-07-29,12.5
1875,2015-07-30,12.13
1876,2015-07-31,12.12
1877,2015-08-03,12.56
1878,2015-08-04,13.0
1879,2015-08-05,12.51
1880,2015-08-06,13.77
1881,2015-08-07,13.39
1882,2015-08-10,12.23
1883,2015-08-11,13.71
1884,2015-08-12,13.61
1885,2015-08-13,13.49
1886,2015-08-14,12.83
1887,2015-08-17,13.02
1888,2015-08-18,13.79
1889,2015-08-19,15.25
1890,2015-08-20,19.14
1891,2015-08-21,28.03
1892,2015-08-24,40.74
1893,2015-08-25,36.02
1894,2015-08-26,30.32
1895,2015-08-27,26.1
1896,2015-08-28,26.05
1897,2015-08-31,28.43
1898,2015-09-01,31.4
1899,2015-09-02,26.09
1900,2015-09-03,25.61
1901,2015-09-04,27.8
1902,2015-09-08,24.9
1903,2015-09-09,26.23
1904,2015-09-10,24.37
1905,2015-09-11,23.2
1906,2015-09-14,24.25
1907,2015-09-15,22.54
1908,2015-09-16,21.35
1909,2015-09-17,21.14
1910,2015-09-18,22.28
1911,2015-09-21,20.14
1912,2015-09-22,22.44
1913,2015-09-23,22.13
1914,2015-09-24,23.47
1915,2015-09-25,23.62
1916,2015-09-28,27.63
1917,2015-09-29,26.83
1918,2015-09-30,24.5
1919,2015-10-01,22.55
1920,2015-10-02,20.94
1921,2015-10-05,19.54
1922,2015-10-06,19.4
1923,2015-10-07,18.4
1924,2015-10-08,17.42
1925,2015-10-09,17.08
1926,2015-10-12,16.17
1927,2015-10-13,17.67
1928,2015-10-14,18.03
1929,2015-10-15,16.05
1930,2015-10-16,15.05
1931,2015-10-19,14.98
1932,2015-10-20,15.75
1933,2015-10-21,16.7
1934,2015-10-22,14.45
1935,2015-10-23,14.46
1936,2015-10-26,15.29
1937,2015-10-27,15.43
1938,2015-10-28,14.33
1939,2015-10-29,14.61
1940,2015-10-30,15.07
1941,2015-11-02,14.15
1942,2015-11-03,14.54
1943,2015-11-04,15.51
1944,2015-11-05,15.05
1945,2015-11-06,14.33
1946,2015-11-09,16.52
1947,2015-11-10,15.29
1948,2015-11-11,16.06
1949,2015-11-12,18.37
1950,2015-11-13,20.08
1951,2015-11-16,18.16
1952,2015-11-17,18.84
1953,2015-11-18,16.85
1954,2015-11-19,16.99
1955,2015-11-20,15.47
1956,2015-11-23,15.62
1957,2015-11-24,15.93
1958,2015-11-25,15.19
1959,2015-11-27,15.12
1960,2015-11-30,16.13
1961,2015-12-01,14.67
1962,2015-12-02,15.91
1963,2015-12-03,18.11
1964,2015-12-04,14.81
1965,2015-12-07,15.84
1966,2015-12-08,17.6
1967,2015-12-09,19.61
1968,2015-12-10,19.34
1969,2015-12-11,24.39
1970,2015-12-14,22.73
1971,2015-12-15,20.95
1972,2015-12-16,17.86
1973,2015-12-17,18.94
1974,2015-12-18,20.7
1975,2015-12-21,18.7
1976,2015-12-22,16.6
1977,2015-12-23,15.57
1978,2015-12-24,15.74
1979,2015-12-28,16.91
1980,2015-12-29,16.08
1981,2015-12-30,17.29
1982,2015-12-31,18.21
1983,2016-01-04,20.7
1984,2016-01-05,19.34
1985,2016-01-06,20.59
1986,2016-01-07,24.99
1987,2016-01-08,27.01
1988,2016-01-11,24.3
1989,2016-01-12,22.47
1990,2016-01-13,25.22
1991,2016-01-14,23.95
1992,2016-01-15,27.02
1993,2016-01-19,26.05
1994,2016-01-20,27.59
1995,2016-01-21,26.69
1996,2016-01-22,22.34
1997,2016-01-25,24.15
1998,2016-01-26,22.5
1999,2016-01-27,23.11
2000,2016-01-28,22.42
2001,2016-01-29,20.2
2002,2016-02-01,19.98
2003,2016-02-02,21.98
2004,2016-02-03,21.65
2005,2016-02-04,21.84
2006,2016-02-05,23.38
2007,2016-02-08,26.0
2008,2016-02-09,26.54
2009,2016-02-10,26.29
2010,2016-02-11,28.14
2011,2016-02-12,25.4
2012,2016-02-16,24.11
2013,2016-02-17,22.31
2014,2016-02-18,21.64
2015,2016-02-19,20.53
2016,2016-02-22,19.38
2017,2016-02-23,20.98
2018,2016-02-24,20.72
2019,2016-02-25,19.11
2020,2016-02-26,19.81
2021,2016-02-29,20.55
2022,2016-03-01,17.7
2023,2016-03-02,17.09
2024,2016-03-03,16.7
2025,2016-03-04,16.86
2026,2016-03-07,17.35
2027,2016-03-08,18.67
2028,2016-03-09,18.34
2029,2016-03-10,18.05
2030,2016-03-11,16.5
2031,2016-03-14,16.92
2032,2016-03-15,16.84
2033,2016-03-16,14.99
2034,2016-03-17,14.44
2035,2016-03-18,14.02
2036,2016-03-21,13.79
2037,2016-03-22,14.17
2038,2016-03-23,14.94
2039,2016-03-24,14.74
2040,2016-03-28,15.24
2041,2016-03-29,13.82
2042,2016-03-30,13.56
2043,2016-03-31,13.95
2044,2016-04-01,13.1
2045,2016-04-04,14.12
2046,2016-04-05,15.42
2047,2016-04-06,14.09
2048,2016-04-07,16.16
2049,2016-04-08,15.36
2050,2016-04-11,16.26
2051,2016-04-12,14.85
2052,2016-04-13,13.84
2053,2016-04-14,13.72
2054,2016-04-15,13.62
2055,2016-04-18,13.35
2056,2016-04-19,13.24
2057,2016-04-20,13.28
2058,2016-04-21,13.95
2059,2016-04-22,13.22
2060,2016-04-25,14.08
2061,2016-04-26,13.96
2062,2016-04-27,13.77
2063,2016-04-28,15.22
2064,2016-04-29,15.7
2065,2016-05-02,14.68
